Demgraphic  infromation,Gender,Age,Marital Status,Are you living with Family?,Where do you live in Dhaka?,Type of your current living place? ,"How safe do you think your current place is from vector borne (Dengue, Malaria, Chikungunya, Kala-azar, Filariasis) diseases?",Which vector borne diseases  you had before?,What is your Education level? ,"Which media you use most for vector borne diseases (Dengue, Malaria, Chikungunya, Kala-azar, Filariasis) and precautionary measures related information? ",Which one you use most to reduce mosquito?,"Do you think COVID-19 Pandemic has negative impact on Vector borne disease, such as dengue and Chikungunya surveillance activities?  ",What is your present occupation status?,Do you belive Climate Change?,"Do you k0w that climate change (temperature, rainfall change) can affect on the number of vector, such as 0and 0transmitting  mosquito?",Which vector borne disease is 0t transmitted by mosquito? ,Do you k0w vector borne disease such as 0and 0is an infectious disease? ,Do you k0w 0fever can cause death?,"Do you k0w the Common Symptoms of 0and 0infection are Rash, Headache, High Fever, Joint Pain, Muscle Pain, Nausea ? ",Do you k0w that people can have 0or 0virus even without any (or mild symptoms) symptoms? ,Do you k0w one person can be infected with 0 virus more than once ? ,Do you k0w second time 0infection can be severe?,Do you k0w 0virus can be transmitted from infected pregnant mother to fetus? ,By which type of Aedes  mosquito 0and 0virus is transmitted ?,Does Aedes mosquito has stripes on the body?,Do you k0w where Aedes mosquitoes breed ? ,Aedes mosquito can breed both indoor and outdoor,Aedes  Mosquito likes to bite early in the morning and late evening,Do you k0w health call center number (16263) from Directorate General of Health Service? ,I should be careful about climate change and the effect of it on vector borne diseases,Climate Change Awareness program is required to reduce vector borne disesase outbreak ,"There should be early warning system for climate change problem (extreme heat, heavy rainfall, flood, drought) and its impact on vector borne disease",It is my responsibility to make sure there are no Aedes eggs and/or larvae in my house area,"My family members and neighbors should clean mosquito breeding site like water containers, storage tank, Plant pot one to three times a week.  ","Only chemical fogging by the authority is not enough to prevent vector borne diseases such as, Dengue and Chikungunya infection,  authority should also demolish the potential breeding sites. ",We should check Dengue and Chikungunya situation or hotspots around our area regularly ,It is necessary to continue the removal of mosquito breeding sites even during the period when there is no outbreak.  ,Dengue and Chikungunya outbreak in my community can be controlled if every household is committed to remove mosquito breeding sites ,I will take part in a public activity for Dengue and Chikungunya control or removal of mosquito breeding sites ,"If my family member has symptom of dengue and Chikungunya fever, I will bring him/her to see a doctor for immediate treatment ",I am concerned about vector borne diseases (such as dengue and Chikungunya) even in the Coronavirus pandemic time  ,"I follow practices (proper use of water, electricity, waste management) to lessen the climate change risk","I follow trusted sources, such as national and international media, local and national authorities for climate change and its impact on vector borne diseases ",I Call Municipality  authority for fogging.,I follow different ways (aerosol and/or liquid mosquito repellent and/or mosquito coil and/or electrical mosquito mat and/or mosquito bed net) to reduce mosquito,I wear proper cloth to protect from mosquito biting ,"I take extra precautions when I travel, to protect from mosquito biting ",I properly cover  Water containers used for water storage,"I keep the water-holding containers (tires, plastic bottles, parts of automobiles, cracked pots, plant pots) clear and drain the extra water  ",I scrub and clean the inner sides of the containers ,I Check for the presence of Aedes eggs and/or larvae inside or outside the house ,I visit hospital for test and treatment when I see symptoms of Dengue and Chikungunya ,I follow these vector borne diseases reduction practices even in the Coronavirus pandemi,Knowledge,Attitude,Pracitce,KAP,K_mean_sd,A_mean_sd,P_mean_sd,KAP_mean_sd,k_score,A_score,P_score
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Unsafe ,Dengue ,Tertiary (University/National University) ,Internet ,Mosquito coil,Maybe ,University Students,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,0,0,1,1,1,1,1,1,0.88,1,0.83,0.9,,,,,14,60,9
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Very Safe,None ,Tertiary (University/National University) ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.91,1,1,0.97,,,,,14.5,60,11
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.93,1,0.96,,,,,15,56,11
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,16,60,11
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Unsafe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,5,4,4,2,4,5,4,3,4,3,4,2,0,1,0,1,0,0,1,1,0,0,1,0,0.81,0.73,0.42,0.65,,,,,13,44,5
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,1,0.98,,,,,15,60,11
,Female,18-25 years,Unmarried ,No,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0.5,0.5,4,4,4,3,4,5,4,4,4,2,5,2,1,1,0,1,0,0,1,1,1,1,1,0,0.81,0.75,0.67,0.74,,,,,13,45,7
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,4,4,4,4,1,1,0,1,0,0,1,1,1,1,1,1,0.94,0.82,0.75,0.83,,,,,15,49,8
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,0,0.5,1,1,0.5,1,1,0,1,1,0,0.5,1,0.5,4,4,4,4,4,4,3,4,5,5,5,4,1,1,0,1,0,0,1,1,1,0,1,1,0.69,0.83,0.67,0.73,,,,,11,50,7
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Maybe ,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,1,1,1,1,1,1,0.94,0.8,0.67,0.8,,,,,15,48,7
,Male,26-35 years ,Unmarried ,No,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,Dengue ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,1,1,1,0,1,1,0.91,0.8,0.58,0.76,,,,,14.5,48,6
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Electrical mosquito bat ,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0,5,5,4,3,4,5,3,4,5,4,4,4,1,1,0,1,0,0,1,1,0,0,1,1,0.84,0.83,0.58,0.75,,,,,13.5,50,6
,Female,26-35 years ,Unmarried ,No,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,Chikungunya ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,1,1,1,0,1,1,0.84,0.8,0.58,0.74,,,,,13.5,48,6
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,0,1,1,1,1,1,1,1,0.88,1,0.92,0.93,,,,,14,60,10
,Female,26-35 years ,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Safe ,Dengue ,Higher Secondary ,University ,Mosquito repellent/aerosol ,Yes,Unemployed ,1,1,0,1,1,1,1,1,1,1,0,0,0,0.5,1,0,5,4,4,4,4,4,4,4,4,4,4,3,0,0,0,1,1,1,1,1,1,0,0,0,0.66,0.8,0.5,0.65,,,,,10.5,48,6
,Male,26-35 years ,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,1,1,1,1,1,1,1,0.94,1,0.92,0.95,,,,,15,60,10
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,1,0,1,1,0,1,1,1,1,1,1,0.5,1,1,5,5,5,5,5,5,5,5,5,5,5,3,0,1,0,0,1,0,1,1,1,0,1,1,0.84,0.97,0.58,0.8,,,,,13.5,58,7
,Male,36-45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,Chikungunya ,Tertiary (University/National University) ,Internet ,Electrical mosquito bat ,Yes,University Students,1,1,0,0,0.5,0.5,1,1,0,0.5,0,0,0,0.5,1,0,5,4,4,4,4,4,3,3,3,3,3,3,0,1,1,1,0,1,1,1,0,1,0,0,0.44,0.72,0.58,0.58,,,,,7,43,7
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Safe ,Chikungunya ,Primary ,University ,Mosquito coil,Maybe ,University Students,0.5,0.5,0,0,0.5,0.5,0,1,1,0.5,1,1,0,1,0,0.5,5,5,5,5,5,5,5,5,5,2,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0.93,0.17,0.53,,,,,8,56,2
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,5,5,5,2,5,4,3,4,4,2,5,4,0,1,0,0,0,1,0,0,0,0,1,1,0.69,0.8,0.33,0.61,,,,,11,48,4
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Unsafe ,None ,Tertiary (University/National University) ,Social Media,Electrical mosquito bat ,Yes,University Students,0,0.5,0,1,0,1,1,0.5,1,1,0,0.5,0,0.5,0,0.5,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,0,1,0,1,0,0,0,0,0.47,0.8,0.33,0.53,,,,,7.5,48,4
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Print Media,Window nets ,Yes,University Students,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,0,1,0,1,0,1,1,0.88,0.77,0.75,0.8,,,,,14,46,8
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,5,5,5,3,4,4,4,4,4,4,4,4,0,1,1,1,0,0,1,0,0,1,1,1,0.88,0.83,0.58,0.76,,,,,14,50,7
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Yes,University Students,1,1,0,1,1,1,0.5,1,1,0.5,1,1,1,1,1,0,4,4,4,3,4,5,4,4,4,4,4,4,1,1,0,1,0,0,1,1,1,1,1,1,0.81,0.8,0.75,0.79,,,,,13,48,8
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,University Students,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,1,1,0.69,1,0.42,0.7,,,,,11,60,4
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,4,3,4,5,4,4,5,4,4,4,1,1,0,1,0,0,1,1,0,0,1,1,0.88,0.82,0.58,0.76,,,,,14,49,6
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0,5,5,5,4,4,5,4,4,4,4,4,4,1,1,0,1,0,0,1,1,0,0,0,1,0.84,0.87,0.5,0.74,,,,,13.5,52,5
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Electrical mosquito bat ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,4,4,4,2,4,5,4,3,4,2,4,4,1,1,0,1,0,0,1,1,1,0,1,1,0.91,0.73,0.67,0.77,,,,,14.5,44,7
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Moderately Safe ,Dengue ,Tertiary (University/National University) ,Social Media,Electrical mosquito bat ,Yes,Employed ,1,1,0,0,1,1,1,1,1,0.5,1,1,1,1,1,1,5,5,4,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0.84,0.88,1,0.91,,,,,13.5,53,11
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,4,4,4,3,4,4,4,4,4,4,4,4,1,1,0,1,0,0,1,0,0,0,1,0,0.88,0.78,0.42,0.69,,,,,14,47,4
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,4,2,4,5,3,3,4,4,3,4,1,1,0,1,0,0,1,0,0,0,0,0,0.88,0.73,0.33,0.65,,,,,14,44,3
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,University (বিশ্ববিদ্যালয়),Mosquito repellent/aerosol ,Yes,Unemployed ,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,0.96,,,,,14,60,11
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0,5,5,4,3,4,5,3,3,4,4,4,4,1,1,0,1,0,0,1,1,0,0,0,0,0.84,0.8,0.42,0.69,,,,,13.5,48,4
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,Social Media,Electrical mosquito bat ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,0.96,,,,,14,60,11
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,More than 5 story building ,Very Safe,Dengue ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito repellent/aerosol ,Maybe ,Unemployed ,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,2,2,2,3,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.43,0,0.28,,,,,6.5,26,0
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,4,4,4,3,5,5,4,3,3,3,3,4,1,1,0,1,0,0,1,1,0,0,1,0,0.81,0.75,0.5,0.69,,,,,13,45,5
,Female,18-25 years,Unmarried ,No,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Unsafe ,None ,Tertiary (University/National University) ,University (বিশ্ববিদ্যালয়),Mosquito coil,Maybe ,Employed ,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,0,0,3,4,4,4,3,2,4,3,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.63,0,0.34,,,,,6,38,0
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Up to 5 story building,Very Unsafe,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,4,4,4,4,3,4,3,4,4,1,1,0,1,0,0,1,1,0,0,0,1,0.88,0.78,0.5,0.72,,,,,14,47,5
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0,5,5,5,3,4,5,4,4,4,4,4,4,1,1,0,1,0,0,1,0,0,0,1,1,0.84,0.85,0.5,0.73,,,,,13.5,51,5
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Internet ,Electrical mosquito bat ,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0,4,4,4,3,5,5,4,4,4,4,4,4,1,1,0,1,0,0,1,1,0,0,1,1,0.84,0.82,0.58,0.75,,,,,13.5,49,6
,Female,18-25 years,Unmarried ,No,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,3,4,5,4,4,5,3,5,5,1,1,0,1,0,0,1,1,1,1,0,1,0.84,0.85,0.67,0.79,,,,,13.5,51,7
,Female,18-25 years,Unmarried ,No,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Very Unsafe,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Electrical mosquito bat ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,4,4,4,4,4,4,4,4,3,4,5,4,1,1,0,1,1,1,1,1,0,0,1,1,0.91,0.8,0.75,0.82,,,,,14.5,48,8
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Very Safe,None ,None ,University (বিশ্ববিদ্যালয়),Mosquito repellent/aerosol ,Yes,Unemployed ,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,2,3,2,2,3,3,3,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.48,0,0.28,,,,,5.5,29,0
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,Internet ,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,5,4,5,5,5,5,5,4,4,4,4,4,1,1,0,1,0,0,1,1,0,0,0,1,0.91,0.9,0.5,0.77,,,,,14.5,54,5
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,Slum Area ,Safe ,Kala-azar ,Primary ,"Electronic media (TV, Radio)",Electrical mosquito bat ,No ,University Students,0.5,0.5,1,0.5,0,0,0,0,0,0,1,1,0,1,1,1,5,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.8,0,0.42,,,,,7.5,48,0
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,3,5,5,3,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.88,0.87,1,0.91,,,,,14,52,11
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,4,4,4,4,4,4,4,4,4,3,4,4,1,1,0,1,0,1,1,1,0,0,0,1,0.91,0.78,0.58,0.76,,,,,14.5,47,6
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,4,5,4,5,4,5,4,3,4,5,5,5,1,1,0,1,1,1,1,1,1,1,1,1,0.88,0.88,0.92,0.89,,,,,14,53,10
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,0,1,1,1,0,0,1,1,0.81,0.8,0.67,0.76,,,,,13,48,7
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Unsafe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Window nets ,Yes,University Students,1,1,0,1,1,1,1,0.5,0.5,0,1,1,1,1,1,0,4,4,5,5,5,5,5,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.93,1,0.89,,,,,12,56,11
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,5,4,4,3,4,5,4,4,4,4,5,4,1,1,0,1,0,1,1,1,1,0,1,1,0.88,0.83,0.75,0.82,,,,,14,50,8
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,3,4,5,4,4,5,5,4,4,4,1,1,0,1,0,1,1,1,1,0,0,1,0.88,0.83,0.67,0.79,,,,,14,50,7
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Social Media,Electrical mosquito bat ,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,0,1,1,0.5,4,4,4,3,4,5,4,5,4,4,4,4,1,1,0,1,0,0,1,1,0,0,0,1,0.81,0.82,0.5,0.71,,,,,13,49,5
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Very Safe,None ,Secondary ,University ,Mosquito repellent/aerosol ,Yes,University Students,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,3,5,5,5,5,5,3,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0.88,0.9,0.58,0.79,,,,,14,54,7
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,University Students,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,4,4,4,3,4,4,4,4,4,4,4,4,1,1,0,1,0,0,1,0,0,1,1,1,0.63,0.78,0.58,0.66,,,,,10,47,6
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Very Safe,Dengue ,Tertiary (University/National University) ,"People (Community, Family Members)",Electrical mosquito bat ,Yes,University Students,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0.5,,,,,12,45,0
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,University Students,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,4,4,4,3,4,4,4,3,4,2,4,4,1,1,0,1,0,0,1,1,0,1,1,1,0.75,0.73,0.67,0.72,,,,,12,44,7
,Male,26-35 years ,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Very Safe,None ,Tertiary (University/National University) ,University ,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,0.96,,,,,14,60,11
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,4,4,4,3,4,4,4,3,4,3,4,3,1,1,0,1,1,0,0,0,0,0,1,1,0.81,0.73,0.5,0.68,,,,,13,44,5
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Secondary ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,University Students,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,4,4,4,3,4,3,4,3,4,3,4,4,0,1,0,1,1,0,0,0,0,0,1,1,0.5,0.73,0.42,0.55,,,,,8,44,5
